prev_sem_cgpa,avg_study_hours_per_day,attendance_percent,sleep_hours,extracurricular_score,num_projects_done,stress_level,internet_usage_hours,next_sem_cgpa
9.571285178661403,8.30847659839235,0.0,2.295100065986795,3.199562626175081,6.0,3.1,5.892517835588963,6.92456930454922
9.596642304853587,0.0,11.797726489692664,3.2329250011188178,0.0,3.0,3.1,5.4423028119577,4.549316432858864
9.443340460318854,5.190949556419585,15.500733854292635,2.631183683460595,2.685806351993387,4.0,3.1,12.933790251273004,6.281536160610808
9.49123392539206,9.388682545035042,2.4649322925722963,7.474972133090994,4.167001509944314,4.0,3.1,0.0,7.122942353519204
9.418099852010755,0.0,0.0,8.781813736583135,6.106145216980954,5.0,3.1,8.856178685602824,5.340714019482606
9.448140182117726,6.828652028273522,13.316161739143826,3.6318242694973306,7.320083168148779,4.0,3.2,3.96548207789427,6.765850390783396
9.484156408879645,9.144506200611207,3.1998498842386702,4.966564595403734,2.6304143326137623,2.0,3.2,4.215506349118188,6.5767681521632095
9.454093601924587,6.159584479036239,8.494286898733748,3.5896264132790163,4.809106640221632,3.0,3.2,0.0,6.321531248749905
9.454807843088908,6.0223067951030105,0.0,0.0586226543700718,7.62819424036798,4.0,3.2,4.202671699529152,6.115714768989735
9.399176489753598,3.936593062656048,12.683394199895922,2.07530587295152,1.6513269321546282,5.0,3.2,0.0,5.578887913622517
9.493987887417987,7.386237741091358,8.340047514941682,6.621210866351541,6.748877474898625,7.0,3.2,0.177936183603742,6.679813407447655
9.47066359439778,3.502934235157794,0.0,4.092013610908717,7.5712477360723796,6.0,3.3,7.118856590113287,6.558039433261244
9.427793959261253,8.949363150876163,17.659577425901347,3.6095569486586334,5.657080448784639,2.0,3.3,4.370710638504167,6.718095567780238
9.417795618471759,10.0,4.418366423330785,1.9107787708663635,10.0,5.0,3.3,0.0,7.626361732277064
9.397467566324755,1.5476309330870897,0.0,4.387128382262642,8.153217797321478,6.0,3.3,4.514547592313305,6.120713966024541
9.41569603047399,9.063328328752728,7.168258451402799,1.5283571995739451,6.36784642642996,6.0,3.3,1.2054853138716348,7.323667871392374
9.444013150537153,1.1408359835678077,9.356923465680929,1.0569360079656158,2.357575839512388,6.0,3.4,3.845941496510308,4.93237221267606
9.438943640324853,1.1008213984226052,5.305650534154633,4.123817144545864,4.6936838931851375,1.0,3.4,7.632657822842445,4.919382085946951
9.360069167864525,8.303208665662648,4.511668597546824,2.8942313674434703,10.0,-0.0,3.4,8.071301719218935,6.721395444371389
9.376181978869704,4.501364455707646,9.415051764658568,4.641664140199645,9.742592860527624,2.0,3.4,10.528499668605072,5.779914106557932
9.450133055391717,2.727372616685155,3.4757937937252503,3.497472612660747,8.614388952619082,6.0,3.4,2.3251473363756805,5.972829208774487
9.445630916746861,8.936614201963518,1.4669729927881543,8.120547674424488,4.811441098296923,2.0,3.4,2.1918375075689758,6.558036415172826
9.41454471847559,3.565638065639724,0.0,4.659690204590347,8.201914821391837,2.0,3.5,5.964347269173414,5.8220056048184095
9.359912215422796,3.781741939203124,5.226608474335461,2.571720995870995,7.417921840168681,5.0,3.5,0.0,5.741976655332105
9.346876189873038,4.676582902079254,5.432439404704154,5.915752154785091,6.456026857164964,4.0,3.5,7.326960721910176,6.380199298257852
9.262032403291284,4.319796063419955,0.0,4.381251265603226,0.7546394180132487,2.0,3.6,0.953079927705444,5.2072307230957895
9.358033217767941,4.45047461837182,6.333582255588945,3.50772834157528,5.968850297693466,4.0,3.6,2.1755952977371478,5.986671252911882
9.40118829855098,5.493910238003799,4.78621102124116,8.691514163304507,6.233860362117895,7.0,3.6,2.704915628869457,6.609601220670236
9.378510822744918,9.903027677058429,0.0,0.5061576554607123,7.703721531315175,0.0,3.6,0.4429311007402297,6.63820104930971
9.284132665747325,5.1789544656205,0.0,0.0,1.0829999385168685,5.0,3.6,9.20556032334732,5.839392001471082
9.386227647112845,4.423877741182457,6.692071018813849,4.851211743225487,0.6717466952648063,0.0,3.6,6.604230093501356,4.938363374440245
9.375858910587368,8.110704233413426,0.0,6.249469723449317,0.9653592291118293,5.0,3.7,3.84119352089846,6.054681899583586
9.31113294647078,10.0,1.8031942847547693,7.057356678572081,8.454289935092504,5.0,3.7,5.222038153467352,7.545912078969313
9.206687098950503,4.281151043825269,12.176768077430586,2.8246524204218164,7.287387436189562,7.0,3.8,0.0,6.696978326175373
9.281402617311558,4.137006033187981,11.61589822889098,3.6099541105676782,8.26467636685037,8.0,3.8,0.0,6.671136792754697
9.285781427078927,0.0,14.972356337446708,7.583507985934976,5.305884607463326,3.0,3.8,0.0,5.094363155061744
9.316712775339111,8.83842921827131,1.3132916555473848,0.85731101874718,6.382436358588661,1.0,3.8,8.341760454877871,6.405771827872552
9.275914551780106,9.502562125712137,10.64774831588838,1.6841897394057592,6.92784542557967,7.0,3.9,7.003377893621048,6.905861732377978
9.253677634089494,10.0,13.737406164523229,3.5595603443747232,3.374970366088673,1.0,3.9,1.6940126411890288,6.818970811073221
9.237278561811369,2.6881971515652343,5.582064015620677,8.678633010917594,2.4856709864836324,4.0,3.9,1.570368623871352,5.705744342221692
9.219178795871382,3.151368397823404,18.4445264136837,0.6544310271056212,4.41009270186747,3.0,3.9,8.179807465201568,5.759863431072636
9.256156210743466,6.367704706915533,1.381053818204204,8.139839621397748,4.907179816533755,5.0,3.9,5.6217830201199295,6.180160923140029
9.268522976661338,8.137771482801222,7.324114588332647,3.9555264728538857,4.770039543263659,3.0,3.9,2.0268342730556457,6.112717848022582
9.269447252932594,4.551282169658491,30.73821025197028,3.275760153481994,5.054124285005996,8.0,4.0,3.790118087632045,5.9280360667652845
9.223792829447532,4.532428319410455,8.848433578377682,0.0,7.465467459672218,0.0,4.0,1.8564585495369008,5.207856843703377
9.199886599246607,7.748475911602382,12.64257950515936,5.072658219020555,1.902042912387144,4.0,4.0,0.8374091565847367,6.085782091683954
9.205033844329437,7.846451009809977,0.0,3.663209976174535,6.564503155184073,6.0,4.0,3.7953466020415383,7.196856976697987
9.218298851259675,2.9162069694396604,0.0,2.374565013724571,4.788891733693975,3.0,4.0,4.093225938214815,5.293381575955937
9.162724617326027,6.395273559285653,0.9315868324275204,3.438603099309319,2.349961812019957,5.0,4.1,9.722928105924254,6.03826798178256
9.156654699276082,0.0,9.675387491513568,7.41486606487734,2.535586136905153,5.0,4.1,9.169770770889915,5.043063915372627
9.168645697933176,0.8632518058104791,0.0,0.5033183985005738,3.4992479976815565,5.0,4.1,7.13279412188993,4.864127090547909
9.150441037595716,9.008127342435886,0.0,7.367731135632122,3.550702888295288,3.0,4.1,0.0,6.90512407604206
9.137197996329405,6.902520911027267,17.61981292313726,1.3447593746166069,7.686943401305723,4.0,4.2,6.430079252545275,6.968737275725542
9.129029244342423,9.01808795302127,0.0,5.849107216738652,3.503494253593141,2.0,4.2,4.66770759009184,6.239674029778297
9.17387597404239,5.875459228459651,0.0,3.209346913064115,4.695123705207337,4.0,4.2,1.854496113199531,5.815675195662407
9.168609236593953,0.0,3.16786682529629,0.7142346968278941,1.0560980906830166,3.0,4.2,5.504413286657856,4.492343563090123
9.094423318411854,6.124127397103735,0.0,4.274887434859908,0.0,3.0,4.2,11.480432699712871,5.347338183184972
9.07486826226343,7.970633743428127,6.045842736230936,6.8402898820374025,2.710732627258729,4.0,4.2,0.0,5.882424843508302
9.071167515347952,2.29917381024715,3.517139583936544,6.261749873281448,5.277860394369716,6.0,4.2,4.112931720166842,5.811263798200479
9.167681552436427,5.437298721473053,0.0,3.4663530634366664,8.352239269847493,4.0,4.3,2.5983051376614323,6.51209854840166
9.134504608313732,9.639299651335492,4.44929173518735,5.037736928752885,0.0,6.0,4.3,6.408451022601958,6.449010558480716
9.158253838093216,6.411825379249402,6.18777721227674,6.602212714041447,7.597539938565456,3.0,4.3,0.0,5.905645305516806
9.112951207703311,6.2317520390058165,4.482859625393933,2.1181839763955788,9.870697587862663,6.0,4.3,6.209068598679144,6.402250724995206
9.183563920235768,0.1823858930265186,10.77387693466111,2.2468710233978597,5.46974181193267,3.0,4.3,3.5091146782989195,4.783440500085176
9.117427950027052,9.65909212265392,0.0,2.8808258446597144,2.4876832487293017,1.0,4.4,6.340809424473772,6.010770505928972
9.037485578519775,7.6586433411928,6.6806273091654464,0.0978119808309569,8.573981882879547,2.0,4.4,0.0,6.355974835612324
9.021571602966725,8.908245813741582,0.0,1.8466086928795,0.3938732181647432,3.0,4.4,3.234767103079353,6.225618182420701
9.065443826497923,0.3521864769541036,11.529131722027351,3.984012110605828,5.321434149496659,4.0,4.4,9.581650922888134,5.031936145756733
9.008993211383173,7.724498953986957,15.412351456834877,8.397187375762996,8.47454503964118,5.0,4.4,4.964583156463678,7.079920267916217
9.081919465243708,7.088601487127763,0.0,0.2001985312232235,0.3746961758864448,1.0,4.4,7.55369626116434,5.147534109169882
8.91636232107074,3.1663681312034018,6.784686150866033,9.622318184831164,7.497072274347186,4.0,4.5,4.79178154251966,5.519152658473419
8.993951858092347,9.558130897465828,0.0,0.3172490889478588,3.839368589474168,3.0,4.5,4.014792722097636,6.604247856245004
8.95012659704382,7.39922536460459,9.004102254117072,6.768628119536938,6.322247873777862,2.0,4.5,8.9467980937156,6.239998536461019
9.015452422188067,6.839783663047676,1.036841731165382,3.1595260776578726,8.37897722884543,3.0,4.5,0.9345044303655796,6.701828339019772
9.04945097004144,5.988042492235893,3.896961998783146,2.4432576096258227,10.0,3.0,4.5,6.649575646656789,6.412591159771681
9.016307511834748,0.0,6.700832023057333,2.112735948258947,1.6361958222754067,3.0,4.5,2.291307817746268,4.732465040072111
8.876017225130242,6.89224541308719,2.8208033244474717,6.312976037066127,6.336719647002463,5.0,4.6,3.322812842938988,6.435913376536349
8.964911480009755,1.2420176139196628,13.64683757928507,4.291463045440742,6.51337575099787,3.0,4.6,9.372166932163706,5.251040535538461
8.956616700628109,8.58380464233346,3.724441138589929,6.84725028462236,10.0,2.0,4.6,0.9328694614434768,6.61860946449785
8.958745576952168,7.159159926401534,4.90536138292981,3.132093465854113,1.9730040049744284,4.0,4.6,4.739400227248898,5.8124011584457165
8.889624480134396,1.4534117552300116,9.813235242103348,7.73165742413476,0.0,0.0,4.6,7.118646886350464,4.295085118672538
8.875679859152617,6.79023195831284,2.5972562149931324,7.960219807955173,10.0,3.0,4.6,10.4149257416483,6.834927297947196
8.894954297250667,9.918983023386938,10.282382554902382,2.670272665099283,10.0,7.0,4.7,5.396290616610092,7.621711902611136
8.872640039477444,5.030705349582894,8.497179915043548,3.872515217688621,2.6896535756393964,3.0,4.7,7.750748050657064,5.3068892420726215
8.971247244916665,1.6314634425005212,0.0,9.187379900665915,9.154571715866403,4.0,4.7,1.7556520624782517,5.735629072014286
8.887492423765753,5.468912354773517,3.406811632876527,6.308721738253386,6.358785998261518,4.0,4.7,7.265059121270486,5.328181558226039
8.979337904237408,6.776216807046924,0.0,9.127477509704669,8.038079763305717,5.0,4.7,6.653910151615943,6.046977560848087
8.943464826342709,5.61089501717749,5.080780901030914,2.476130811137772,4.067879463718198,5.0,4.7,1.3626438764708635,5.93983005117896
8.866300385304452,1.5520930714705574,2.045421902850647,5.423706192985325,4.777420627885348,5.0,4.7,7.360848745059137,5.02911200857017
8.909307791858847,0.914389798292692,2.365191410801076,2.910643917182818,5.666199884141832,3.0,4.8,9.633928960316998,4.920270300247704
8.919844743155364,3.586952476746855,2.724384169270452,5.099089436905469,8.798056168198068,7.0,4.8,2.810844226051125,6.029661629140801
8.853148765418805,0.701907491692581,0.0,9.34682895848386,9.151822088207144,6.0,4.8,0.0,5.511633464143531
8.92829369450915,7.001874950327335,4.541158453298842,4.1553043048108735,4.674012845036918,3.0,4.8,5.589859611839248,5.674478599623892
8.911086083980784,8.694159495231672,0.0,6.377264820344583,7.289446087059962,4.0,4.8,1.790070385953993,6.717670756544981
8.834518839654244,5.36582607888676,1.032366733832084,5.232279760309869,0.5008782623039783,3.0,4.8,2.5277118781927768,5.3760990983020704
8.90567149023349,6.466243263097782,4.705909332099848,1.2241729448166376,5.9175075544418005,5.0,4.8,9.713462928593252,6.391349180258668
8.833246452214542,9.05970319274734,2.73170799833386,7.565630863857156,3.6067026183352335,2.0,4.9,6.513496725889181,6.559181292226985
8.900358569311521,7.900338263303292,9.741713223949066,4.453380163822767,1.753721724372048,4.0,4.9,6.5456199687876655,5.896615951124976
8.808965317309541,4.592230954600877,7.40369747097822,2.152069182911589,4.188876112113569,5.0,4.9,8.658960973280651,5.582932785964538
8.757677360899415,2.477537516743832,4.228838864879194,5.512024878240412,9.482637747636272,3.0,4.9,5.785620432962611,5.0370690711598405
8.802240539641652,8.153475356578717,4.870353961213176,7.549750324852072,9.014860955258325,0.0,4.9,6.066109462569907,6.0703889226175765
8.824417371117113,10.0,0.8220385531201131,4.2636630180900825,5.652316137775612,4.0,5.0,3.5585073932059768,6.569991398306212
8.723227895384,0.461142709420403,2.689370746683884,6.487879919782191,9.643932069879176,3.0,5.0,0.510766127774801,5.269201636941087
8.780987341994464,3.856379183222637,9.125658159897242,4.624833485395202,1.4825804463230512,7.0,5.0,0.0,5.113753297224123
8.830128594652829,4.133797079201273,0.4182071955770596,0.3924589871354609,4.835973102856979,6.0,5.0,0.9575771792290332,5.753381125002555
8.82550390814388,6.299348969856955,0.0,3.85667675357542,2.071422792805088,2.0,5.0,4.12139486385686,5.3075157349201465
8.766878429824052,2.463752272774263,12.4669471005878,3.8886161932847343,4.246056275262061,1.0,5.0,2.4581634421047074,4.610942841181156
8.699854418359493,5.5170700792764125,11.078300298322867,6.381980840515749,2.5589323666228867,5.0,5.0,0.8673828022990974,5.5563792296493695
8.788027902722527,1.396244897968797,0.0,3.937193358243783,7.369338282322053,5.0,5.0,2.426344219379266,5.050211896580935
8.759667044626239,8.893765261773526,2.0210643263866603,2.626421168848804,2.1066253607939145,7.0,5.0,5.061858598488886,6.21094415519881
8.703974911578372,3.077055670736443,3.5793637234547977,2.543132081272831,2.2126553197710703,3.0,5.0,4.947817997643733,4.336237765434443
8.810505507915762,10.0,3.541367525412932,2.605985994453268,6.408150449803014,0.0,5.1,6.420109290524154,6.186553765875602
8.723695776094292,8.200325698516838,0.0,4.7021492224758905,0.0,2.0,5.1,6.75686513401266,5.324770072863156
8.799262510922118,3.46472797513432,19.47589747828754,3.0618879365586014,4.42401639503584,6.0,5.1,3.4182115633762304,5.208018653859845
8.6753178335313,3.828552217794116,3.4011018023834554,3.0186432086364734,8.347559550797438,5.0,5.1,5.018350928540869,5.803321027922441
8.722851586883635,3.9678187659902,5.061484427355866,1.26113494478298,10.0,1.0,5.1,3.200740289274282,5.653827802001729
8.647103182021894,9.901154798760691,0.0,2.709360835634448,3.7159478147217393,3.0,5.2,4.733796982004194,6.287450124960651
8.60011197083906,6.986212247778846,6.77315403232051,2.2085151483841234,5.583242272326759,5.0,5.2,8.121024143479309,6.278965928946269
8.664241145868996,0.272348611671025,6.97330858690097,4.799268797909425,6.255815809256709,5.0,5.2,1.9964353119434597,4.895456936232618
8.685199024418594,8.138474474286491,0.0,7.449518204079662,4.698380380999076,2.0,5.2,6.8378206410315325,5.792253733990644
8.636269615732559,9.583392791829548,10.489696695662156,5.396588068158791,10.0,2.0,5.2,10.033274788050496,6.56641903239186
8.699918411909005,1.4427939384483213,1.1929570604377409,8.14806193287721,5.518769435052982,7.0,5.2,9.839595986305124,5.181065532810916
8.58341125256689,4.930615871047099,13.223759901200896,7.39612016176952,6.434294343402321,4.0,5.3,11.36024528217063,5.717388325419067
8.623054737642487,8.573875643257097,2.0607145283923654,4.98907707003576,0.7231293389759785,5.0,5.3,0.0,6.177912775670529
8.666057021139387,9.396638483517728,1.1163541796013043,3.4622082739517577,0.2782840007183812,8.0,5.3,5.306220401646083,6.543282691343742
8.685936820545045,6.95497596772091,0.0,2.5012484842744183,0.0,4.0,5.3,0.0,5.19092997222042
8.712799225147055,6.73158000046661,6.368801363888059,1.5576037947849253,10.0,3.0,5.3,1.1675152440163674,6.153087157334233
8.618283685142584,8.479896811887862,0.0,0.0,9.519881305855732,6.0,5.4,6.0310240889159,6.929964368435013
8.60624754585619,0.6007139327377746,8.572157817904097,0.0,4.049665623745868,6.0,5.4,5.14417182852162,4.903320914649006
8.554818023567723,6.483967077073812,13.32888155064372,5.7465017792656345,8.320358789484459,-0.0,5.4,9.661461733301152,5.8717534797212245
8.5896032393719,10.0,9.97641239752884,2.2944278617619647,1.466782556898976,1.0,5.4,2.580505680863068,5.7358603126335765
8.668031109028012,6.893894367539976,0.0,2.0154597791755515,7.401867085655139,4.0,5.4,3.7153204610608217,5.7075811310875935
8.590451806232512,8.163361904654353,14.816711126041724,5.514724106282039,6.454153889237261,4.0,5.4,8.325723403096147,5.9274445848841095
8.655462003180965,3.0967305062513115,3.6140145974193176,3.1316644071574467,5.207455653686935,5.0,5.5,4.968302433205916,5.189310651259416
8.528530469905707,7.142618200749326,10.576896452386611,1.720117900328329,3.471116796939896,3.0,5.5,12.035808495567654,5.639222017730244
8.644022987351569,2.591366357955498,0.7856395949547041,4.90679914320907,4.356625112396063,4.0,5.5,0.259279416510541,4.55426593947211
8.531298544713643,2.45966319299154,0.8809491125134619,6.284036364434593,0.0535702221423775,6.0,5.6,5.742114804264388,4.56540176050456
8.542966071413684,1.0124686614652865,0.0,5.091139948179744,4.227715761528264,3.0,5.6,2.6178101794227477,4.537010791628223
8.426269344590542,6.444432034867648,20.820972822341187,10.01668984918076,7.747271730114785,2.0,5.6,0.6843198803158739,5.426716006517314
8.599952617272063,8.025019722253187,9.796919731709972,1.9634189635788089,5.552962208197362,4.0,5.6,3.620216884185386,6.284428253600266
8.50781244966924,2.317738861405818,0.0,6.354238479969414,7.866019166233006,8.0,5.6,0.0,5.400615386612993
8.443161578527947,9.077219694655255,2.4707425179892524,7.725245173533764,6.265790928715357,6.0,5.6,2.309992026848536,6.798244491764931
8.43480362135044,4.783893493286871,7.712026715430507,7.341973865400931,10.0,4.0,5.6,0.0,5.662203466001279
8.558899010427485,10.0,5.767020778711275,1.799407023152644,0.0,6.0,5.6,0.0,5.779101205036532
8.484456569052089,1.8835055077587564,13.523572070957254,2.2367228923042,3.4843380829553983,5.0,5.7,14.39755561212871,4.528327935114135
8.431318391740596,6.018137391940481,15.06168059585192,0.0,8.73595902233904,4.0,5.7,9.041494213878954,5.86813331954964
8.433115982645647,8.308286982811099,6.582458781793788,5.702832153806862,10.0,2.0,5.7,5.506222646681781,6.176204086536017
8.469005954212772,10.0,2.028879710459812,5.118332731966025,8.263254851280978,2.0,5.7,3.0912473264824043,6.380961493371183
8.436838560416824,9.54676169887296,1.1757749935774546,5.659757048171862,0.0287755640809985,4.0,5.8,3.383100480807995,5.7863272442078
8.340320365074655,8.44479904748587,4.198319322155944,1.205822927749975,6.172778418175904,2.0,5.8,0.4908964699331127,5.851018566441423
8.41984843678508,8.723695583461664,0.0,10.19997054542308,10.0,2.0,5.9,4.8354469668293945,6.297756472749787
8.413118539800392,5.94540013588619,0.0,8.376426425729813,4.528371875017908,1.0,5.9,2.1472599793723246,4.681125766393532
8.451314614572855,5.785061515886751,0.0,8.09948931801752,6.253698051231234,5.0,5.9,6.994589114928008,5.743791460787942
8.372262918509296,8.033464776447254,9.104343351080534,4.469475950663137,7.41452026405841,7.0,5.9,1.0128441724673574,6.386298702726921
8.351994048122451,7.811352403328064,4.713942570700378,6.683034597307505,3.916754744431421,3.0,6.0,0.0,5.998943442653715
8.41163812553491,6.717197566582945,5.394225696937224,0.0,2.3246989143234176,7.0,6.0,1.678052258244283,5.3804120523293815
8.391811236934856,4.139723084669292,5.359649326058986,6.844155744795224,5.193806022042747,3.0,6.0,6.327625613001704,4.53161502337689
8.404495617162778,9.038983087635614,0.0,0.0,0.9573048225935312,6.0,6.0,3.298092015670174,5.991377556602321
